optimizedRawX;optimizedRawY;sampleSpaceMillis;multipleMarkersBehaviour;timestamp;estimatedRawX;estimatedRawY;errorX;errorY;euclideanError
3,733;0,691;0;WEIGHTED_MEDIAN;0;3,728268;0,7877424;-0,0047320000000001;0,0967424;0,096858059973138
3,67390666666667;0,694712771929825;0;WEIGHTED_MEDIAN;277;3,7045715;0,7614276;0,0306648333333301;0,066714828070175;0,0734247934133554
3,65812;0,695704631578947;0;WEIGHTED_MEDIAN;351;3,7045715;0,77730715;0,0464515000000003;0,0816025184210529;0,0938973528109728
3,64681333333333;0,69641501754386;0;WEIGHTED_MEDIAN;404;3,7045715;0,7614276;0,05775816666667;0,0650125824561399;0,0869634503358234
3,63550666666667;0,697125403508772;0;WEIGHTED_MEDIAN;457;3,7045715;0,7614276;0,0690648333333299;0,064302196491228;0,0943648434373582
3,62441333333333;0,697822385964912;0;WEIGHTED_MEDIAN;509;3,7316992;0,8083845;0,10728586666667;0,1105621140350879;0,1540592037053492
3,61246666666667;0,69857298245614;0;WEIGHTED_MEDIAN;565;3,7281415;0,6327063;0,1156748333333301;-0,0658666824561399;0,1331130606832841
3,60094666666667;0,699296771929825;0;WEIGHTED_MEDIAN;619;3,7032256;0,72609806;0,1022789333333302;0,026801288070175;0,1057321580505397
3,58857333333333;0,700074175438596;0;WEIGHTED_MEDIAN;677;3,725233;0,42713824;0,1366596666666697;-0,2729359354385959;0,3052374311043563
3,57684;0,700811368421053;0;WEIGHTED_MEDIAN;732;3,7146032;0,59852356;0,1377632000000002;-0,102287808421053;0,1715852412820581
3,56148;0,701776421052632;0;WEIGHTED_MEDIAN;804;3,7000415;0,82304454;0,1385615000000002;0,121268118947368;0,1841337719031548
3,54654666666667;0,702714666666667;0;WEIGHTED_MEDIAN;874;3,7195487;0,39609098;0,1730020333333297;-0,306623686666667;0,3520621944522373
3,53566666666667;0,703398245614035;0;WEIGHTED_MEDIAN;925;3,6981936;0,6200562;0,1625269333333303;-0,083342045614035;0,1826496663721801
3,51710666666667;0,704564350877193;0;WEIGHTED_MEDIAN;1012;3,6983469;0,581243;0,1812402333333302;-0,123321350877193;0,2192171931233857
3,50430666666667;0,705368561403509;0;WEIGHTED_MEDIAN;1072;3,5697103;1,406493;0,0654036333333301;0,701124438596491;0,7041683844439803
3,49492;0,705958315789474;0;WEIGHTED_MEDIAN;1116;3,6544304;0,35852614;0,1595103999999998;-0,347432175789474;0,3822992080582536
3,48446666666667;0,706615087719298;0;WEIGHTED_MEDIAN;1165;3,6384146;0,72098637;0,1539479333333298;0,0143712822807019;0,154617269190718
3,47294666666667;0,707338877192982;0;WEIGHTED_MEDIAN;1219;3,713904;0,68271816;0,2409573333333297;-0,024620717192982;0,2422119241536348
3,46569333333333;0,707794596491228;0;WEIGHTED_MEDIAN;1253;3,638835;0,6531061;0,1731416666666696;-0,0546884964912279;0,1815733140761141
3,45694666666667;0,708344140350877;0;WEIGHTED_MEDIAN;1294;3,6443818;0,5389626;0,1874351333333299;-0,169381540350877;0,2526302345708426
3,44841333333333;0,708880280701754;0;WEIGHTED_MEDIAN;1334;3,5312347;1,3593279;0,0828213666666699;0,650447619298246;0,6556992330537614
3,43902666666667;0,709470035087719;0;WEIGHTED_MEDIAN;1378;3,593252;0,5279065;0,1542253333333301;-0,181563535087719;0,2382242026229202
3,42558666666667;0,710314456140351;0;WEIGHTED_MEDIAN;1441;3,6283696;0,7272734;0,2027829333333302;0,0169589438596489;0,2034908445805475
3,41726666666667;0,710837192982456;0;WEIGHTED_MEDIAN;1480;3,580869;0,53520215;0,1636023333333298;-0,1756350429824559;0,2400278979526319
3,40489333333333;0,711614596491228;0;WEIGHTED_MEDIAN;1538;3,524401;1,0538869;0,1195076666666699;0,3422723035087719;0,3625360839162259
3,39550666666667;0,712204350877193;0;WEIGHTED_MEDIAN;1582;3,5672972;0,75552994;0,17179053333333;0,0433255891228069;0,1771696757794298
3,38633333333333;0,712780701754386;0;WEIGHTED_MEDIAN;1625;3,5310354;0,7885186;0,14470206666667;0,0757378982456139;0,1633245766205086
3,37737333333333;0,713343649122807;0;WEIGHTED_MEDIAN;1667;3,4927306;0,8406721;0,11535726666667;0,127328450877193;0,1718133678605683
3,36606666666667;0,714054035087719;0;WEIGHTED_MEDIAN;1720;3,500236;0,6516971;0,1341693333333302;-0,062356935087719;0,1479520103298508
3,35390666666667;0,714818035087719;0;WEIGHTED_MEDIAN;1777;3,3838573;0,7958941;0,0299506333333297;0,081076064912281;0,0864312949036861
3,34516;0,715367578947368;0;WEIGHTED_MEDIAN;1818;3,4643912;0,76979864;0,1192312000000002;0,0544310610526319;0,1310679955624385
3,33662666666667;0,715903719298246;0;WEIGHTED_MEDIAN;1858;3,487805;0,77716726;0,1511783333333296;0,0612635407017539;0,1631199248674385
3,32553333333333;0,716600701754386;0;WEIGHTED_MEDIAN;1910;3,4357781;0,6882569;0,1102447666666699;-0,028343801754386;0,1138300473305727
3,31593333333333;0,717203859649123;0;WEIGHTED_MEDIAN;1955;3,4422243;1,0395533;0,1262909666666698;0,3223494403508768;0,3462059646455061
3,30697333333333;0,717766807017544;0;WEIGHTED_MEDIAN;1997;3,3831294;0,8316913;0,07615606666667;0,113924492982456;0,137034800658256
3,29694666666667;0,718396771929825;0;WEIGHTED_MEDIAN;2044;3,1864564;0,19299757;-0,11049026666667;-0,525399201929825;0,5368914419289703
3,2882;0,718946315789474;0;WEIGHTED_MEDIAN;2085;3,378207;0,7802242;0,0900070000000003;0,061277884210526;0,1088863588440659
3,27881333333333;0,719536070175439;0;WEIGHTED_MEDIAN;2129;3,2808475;0,6439906;0,0020341666666703;-0,075545470175439;0,0755728515940475
3,26665333333333;0,720300070175439;0;WEIGHTED_MEDIAN;2186;3,2934628;0,40911174;0,0268094666666698;-0,3111883301754389;0,3123410385145206
3,25705333333333;0,720903228070175;0;WEIGHTED_MEDIAN;2231;3,2760024;0,6642348;0,01894906666667;-0,056668428070175;0,0597526390001521
3,24681333333333;0,721546596491228;0;WEIGHTED_MEDIAN;2279;3,3013048;0,6085588;0,0544914666666698;-0,112987796491228;0,125441468802896
3,23956;0,722002315789474;0;WEIGHTED_MEDIAN;2313;3,2974808;0,7102795;0,0579208000000002;-0,011722815789474;0,0590952069348603
3,22974666666667;0,722618877192983;0;WEIGHTED_MEDIAN;2359;3,2902238;0,7898654;0,0604771333333302;0,067246522807017;0,090441022140686
3,21993333333333;0,723235438596491;0;WEIGHTED_MEDIAN;2405;3,237644;0,7213869;0,0177106666666699;-0,0018485385964909;0,017806875321645
3,2082;0,723972631578947;0;WEIGHTED_MEDIAN;2460;3,2075875;0,6294966;-0,0006125000000003;-0,094476031578947;0,0944780170153681
3,19646666666667;0,724709824561403;0;WEIGHTED_MEDIAN;2515;3,2276607;0,7915252;0,03119403333333;0,066815375438597;0,0737384710351495
3,18622666666667;0,725353192982456;0;WEIGHTED_MEDIAN;2563;3,225364;0,87037593;0,03913733333333;0,1450227370175439;0,1502109353958755
3,17684;0,725942947368421;0;WEIGHTED_MEDIAN;2607;3,1910489;0,84740317;0,0142089000000003;0,1214602226315789;0,1222885052689856
3,16617333333333;0,726613122807018;0;WEIGHTED_MEDIAN;2657;3,1882043;0,71254396;0,0220309666666702;-0,0140691628070179;0,0261401001214286
3,157;0,727189473684211;0;WEIGHTED_MEDIAN;2700;3,1534705;0,68781507;-0,0035294999999999;-0,039374403684211;0,0395322784030621
3,10750666666667;0,730299087719298;0;WEIGHTED_MEDIAN;2932;2,9030464;0,60498846;-0,2044602666666701;-0,125310627719298;0,2398056589507645
3,09854666666667;0,730862035087719;0;WEIGHTED_MEDIAN;2974;3,1160614;0,780654;0,0175147333333298;0,0497919649122809;0,0527826264367687
3,08681333333333;0,731599228070175;0;WEIGHTED_MEDIAN;3029;3,1097755;0,8146878;0,0229621666666699;0,083088571929825;0,0862030851151258
3,07572;0,732296210526316;0;WEIGHTED_MEDIAN;3081;3,0873342;0,7987063;0,0116141999999999;0,0664100894736839;0,0674180215190471
3,06590666666667;0,732912771929825;0;WEIGHTED_MEDIAN;3127;3,1012688;0,81441694;0,0353621333333302;0,081504168070175;0,0888448641548602
3,04606666666667;0,734159298245614;0;WEIGHTED_MEDIAN;3220;3,050279;0,7450536;0,0042123333333301;0,0108943017543859;0,0116803066238306
3,03753333333333;0,734695438596491;0;WEIGHTED_MEDIAN;3260;3,026607;0,8308514;-0,0109263333333302;0,096155961403509;0,0967747574191956
3,02473333333333;0,735499649122807;0;WEIGHTED_MEDIAN;3320;3,0265348;0,77556896;0,0018014666666696;0,040069310877193;0,0401097862911816
3,01150666666667;0,736330666666667;0;WEIGHTED_MEDIAN;3382;3,006151;0,66851294;-0,00535566666667;-0,0678177266666669;0,068028870457176
2,99166666666667;0,737577192982456;0;WEIGHTED_MEDIAN;3475;2,9880698;0,7655593;-0,0035968666666699;0,027982107017544;0,0282123335255892
2,98014666666667;0,73830098245614;0;WEIGHTED_MEDIAN;3529;2,996567;0,7704476;0,0164203333333303;0,03214661754386;0,0360975396154487
2,95902666666667;0,739627929824561;0;WEIGHTED_MEDIAN;3628;2,9208708;0,80191404;-0,0381558666666701;0,0622861101754389;0,0730440256411955
2,95049333333333;0,740164070175439;0;WEIGHTED_MEDIAN;3668;2,9529805;0,7702306;0,0024871666666697;0,030066529824561;0,0301692262698102
2,94025333333333;0,740807438596491;0;WEIGHTED_MEDIAN;3716;2,9487538;0,7603486;0,0085004666666699;0,019541161403509;0,0213099723732612
2,92105333333333;0,742013754385965;0;WEIGHTED_MEDIAN;3806;2,9207966;0,78038955;-0,0002567333333298;0,038375795614035;0,0383766543749534
2,87945333333333;0,744627438596491;0;WEIGHTED_MEDIAN;4001;2,8815646;0,7778092;0,0021112666666698;0,0331817614035089;0,0332488606838969
2,86473333333333;0,745552280701754;0;WEIGHTED_MEDIAN;4070;2,8660586;0,76819366;0,00132526666667;0,0226413792982459;0,0226801320160361
2,85513333333333;0,746155438596491;0;WEIGHTED_MEDIAN;4115;2,853404;0,77833515;-0,0017293333333303;0,0321797114035089;0,0322261449725357
2,81225333333333;0,748849543859649;0;WEIGHTED_MEDIAN;4316;2,791207;0,80471194;-0,0210463333333299;0,055862396140351;0,059695522858244
2,80158666666667;0,749519719298246;0;WEIGHTED_MEDIAN;4366;2,8107612;0,76303697;0,0091745333333301;0,013517250701754;0,0163367110649131
2,78238666666667;0,750726035087719;0;WEIGHTED_MEDIAN;4456;2,7722313;0,77630043;-0,01015536666667;0,025574394912281;0,0275169247421259
2,773;0,751315789473684;0;WEIGHTED_MEDIAN;4500;2,7722764;0,7642809;-0,0007236000000001;0,0129651105263159;0,0129852873637663
2,76148;0,752039578947368;0;WEIGHTED_MEDIAN;4554;2,7630427;0,7750171;0,0015627;0,022977521052632;0,0230305993194738
2,74974666666667;0,752776771929825;0;WEIGHTED_MEDIAN;4609;2,7563927;0,762504;0,0066460333333302;0,009727228070175;0,011780862659285
2,73097333333333;0,753956280701754;0;WEIGHTED_MEDIAN;4697;2,7300286;0,80168015;-0,0009447333333301;0,047723869298246;0,0477332192698876
2,72009333333333;0,754639859649123;0;WEIGHTED_MEDIAN;4748;2,7287776;0,8105844;0,0086842666666697;0,055944540350877;0,0566145571616412
2,71134666666667;0,755189403508772;0;WEIGHTED_MEDIAN;4789;2,6962538;0,8193412;-0,01509286666667;0,064151796491228;0,0659033202294832
2,70068;0,755859578947368;0;WEIGHTED_MEDIAN;4839;2,662675;0,75980264;-0,038005;0,0039430610526319;0,0382090009744404
2,68638666666667;0,756757614035088;0;WEIGHTED_MEDIAN;4906;2,6497078;0,7663593;-0,0366788666666701;0,0096016859649119;0,0379147943858351
2,67188;0,757669052631579;0;WEIGHTED_MEDIAN;4974;2,6499815;0,7859669;-0,0218984999999998;0,028297847368421;0,0357814542456905
2,65929333333333;0,758459859649123;0;WEIGHTED_MEDIAN;5033;2,6265712;0,80110216;-0,0327221333333302;0,042642300350877;0,0537503840832663
2,64585333333333;0,759304280701754;0;WEIGHTED_MEDIAN;5096;2,6309986;0,8138034;-0,0148547333333302;0,0544991192982459;0,0564873181049409
2,63518666666667;0,759974456140351;0;WEIGHTED_MEDIAN;5146;2,5739253;0,7838741;-0,0612613666666699;0,023899643859649;0,0657582544057112
2,62110666666667;0,760859087719298;0;WEIGHTED_MEDIAN;5212;2,5565264;0,77258486;-0,0645802666666699;0,011725772280702;0,065636152982309
2,61086666666667;0,761502456140351;0;WEIGHTED_MEDIAN;5260;2,5238132;0,7590581;-0,0870534666666698;-0,0024443561403509;0,0870877771884543
2,59806666666667;0,762306666666667;0;WEIGHTED_MEDIAN;5320;2,518588;0,79993844;-0,0794786666666702;0,037631773333333;0,0879375279350234
2,58633333333333;0,763043859649123;0;WEIGHTED_MEDIAN;5375;2,48532;0,77562433;-0,1010133333333298;0,0125804703508769;0,1017937215419482
2,57332;0,763861473684211;0;WEIGHTED_MEDIAN;5436;2,4854631;0,78597546;-0,0878568999999998;0,0221139863157889;0,090597258614071
2,56158666666667;0,764598666666667;0;WEIGHTED_MEDIAN;5491;2,4742215;0,8067019;-0,0873651666666699;0,0421032333333329;0,0969812074776144
2,55006666666667;0,765322456140351;0;WEIGHTED_MEDIAN;5545;2,4546168;0,8034656;-0,0954498666666698;0,038143143859649;0,1027889900241409
2,53982666666667;0,765965824561404;0;WEIGHTED_MEDIAN;5593;2,438748;0,82084274;-0,10107866666667;0,0548769154385959;0,1150146629920142
2,53257333333333;0,766421543859649;0;WEIGHTED_MEDIAN;5627;2,4097972;0,7932635;-0,1227761333333301;0,026841956140351;0,1256760499288714
2,51849333333333;0,767306175438597;0;WEIGHTED_MEDIAN;5693;2,3893573;0,82045996;-0,1291360333333302;0,0531537845614029;0,1396475560769575
2,51124;0,767761894736842;0;WEIGHTED_MEDIAN;5727;2,3559651;0,8191575;-0,1552748999999997;0,051395605263158;0,1635597835972409
2,49588;0,768726947368421;0;WEIGHTED_MEDIAN;5799;2,348487;0,8023367;-0,1473930000000001;0,033609752631579;0,1511764264723702
2,48585333333333;0,769356912280702;0;WEIGHTED_MEDIAN;5846;2,295868;0,825982;-0,1899853333333299;0,0566250877192979;0,1982443629488482
2,47284;0,770174526315789;0;WEIGHTED_MEDIAN;5907;2,2729728;0,7741471;-0,1998672000000003;0,003972573684211;0,1999066756702152
2,46132;0,770898315789474;0;WEIGHTED_MEDIAN;5961;2,2887607;0,7473605;-0,1725593;-0,023537815789474;0,1741572300785392
2,44126666666667;0,772158245614035;0;WEIGHTED_MEDIAN;6055;2,2794998;0,791741;-0,16176686666667;0,019582754385965;0,1629478549122179
2,42889333333333;0,772935649122807;0;WEIGHTED_MEDIAN;6113;2,2497258;0,81731665;-0,1791675333333295;0,0443810008771929;0,1845824429343462
2,41374666666667;0,773887298245614;0;WEIGHTED_MEDIAN;6184;2,222154;0,8115923;-0,1915926666666698;0,037705001754386;0,1952675525471242
2,40009333333333;0,774745122807018;0;WEIGHTED_MEDIAN;6248;2,2055984;0,8278745;-0,1944949333333299;0,0531293771929819;0,2016209557889521
2,38494666666667;0,775696771929825;0;WEIGHTED_MEDIAN;6319;2,187518;0,82507277;-0,1974286666666702;0,049375998070175;0,2035093796541209
2,36809333333333;0,776755649122807;0;WEIGHTED_MEDIAN;6398;2,1707356;0,8176034;-0,1973577333333298;0,0408477508771929;0,2015406005205773
2,35422666666667;0,777626877192982;0;WEIGHTED_MEDIAN;6463;2,146916;0,81832033;-0,2073106666666699;0,040693452807018;0,2112668209045995
2,32457333333333;0,779489964912281;0;WEIGHTED_MEDIAN;6602;2,14744;0,8165061;-0,1771333333333298;0,037016135087719;0,1809596972660177
2,30921333333333;0,78045501754386;0;WEIGHTED_MEDIAN;6674;2,1208732;0,8037428;-0,1883401333333298;0,0232877824561399;0,1897744098548088
2,28766666666667;0,781808771929825;0;WEIGHTED_MEDIAN;6775;2,1101992;0,7845307;-0,1774674666666702;0,002721928070175;0,1774883393846055
