timestamp;execution_id;video;multipleMarkersBehaviour;amountMarkersEmployed;sampleSpaceMillis;RT_ransac_threshold;kalmanQ;kalmanR;realX;realY;realZ;rawX;rawY;rawZ;kalmanX;kalmanY;kalmanZ;errorX;errorY;errorZ;euclideanError;euclideanError3d;markers_info;;alpha;ti;tf;xi;yi;xf;yf
1955;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,31593333333333;0,717203859649123;1,355;3,4677422;0,7954157;1,3772007;0;0;0;0,151808866666666;0,0782118403508771;0,0222007;0,17077184770825;0,172208870416654;[PositionFromMarker(markerId=5, x=3.4677421410346962, y=0.7954156746073953, z=1.377200703763506, distance=2.6006236241037435)];;0,13719298245614;0;14250;3,733;0,691;0,693;0,882
1955;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,31593333333333;0,717203859649123;1,355;3,4434745;1,133413;1,4806904;0;0;0;0,127541166666667;0,416209140350877;0,1256904;0,435312299052429;0,453094774146063;[PositionFromMarker(markerId=3, x=3.4011724878433873, y=1.8341990032753697, z=1.8119148973643846, distance=3.4840899852477114), PositionFromMarker(markerId=27, x=3.4422241471365433, y=1.039553248580693, z=1.335641885661602, distance=3.4789400174970297), PositionFromMarker(markerId=5, x=3.4677421410346962, y=0.7954156746073953, z=1.377200703763506, distance=2.6006236241037435)];;0,13719298245614;0;14250;3,733;0,691;0,693;0,882
1955;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,31593333333333;0,717203859649123;1,355;3,4370463;1,223056;1,5082525;0;0;0;0,121112966666666;0,505852140350877;0,1532525;0,520148765827975;0,542255536946019;[PositionFromMarker(markerId=3, x=3.4011724878433873, y=1.8341990032753697, z=1.8119148973643846, distance=3.4840899852477114), PositionFromMarker(markerId=27, x=3.4422241471365433, y=1.039553248580693, z=1.335641885661602, distance=3.4789400174970297), PositionFromMarker(markerId=5, x=3.4677421410346962, y=0.7954156746073953, z=1.377200703763506, distance=2.6006236241037435)];;0,13719298245614;0;14250;3,733;0,691;0,693;0,882
1955;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,31593333333333;0,717203859649123;1,355;3,4422243;1,0395533;1,3772007;0;0;0;0,126290966666666;0,322349440350877;0,0222007;0,346205964645506;0,346917052098359;[PositionFromMarker(markerId=3, x=3.4011724878433873, y=1.8341990032753697, z=1.8119148973643846, distance=3.4840899852477114), PositionFromMarker(markerId=27, x=3.4422241471365433, y=1.039553248580693, z=1.335641885661602, distance=3.4789400174970297), PositionFromMarker(markerId=5, x=3.4677421410346962, y=0.7954156746073953, z=1.377200703763506, distance=2.6006236241037435)];;0,13719298245614;0;14250;3,733;0,691;0,693;0,882
1955;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,31593333333333;0,717203859649123;1,355;3,4422243;1,0395533;1,3772007;0;0;0;0,126290966666666;0,322349440350877;0,0222007;0,346205964645506;0,346917052098359;[PositionFromMarker(markerId=3, x=3.4011724878433873, y=1.8341990032753697, z=1.8119148973643846, distance=3.4840899852477114), PositionFromMarker(markerId=27, x=3.4422241471365433, y=1.039553248580693, z=1.335641885661602, distance=3.4789400174970297), PositionFromMarker(markerId=5, x=3.4677421410346962, y=0.7954156746073953, z=1.377200703763506, distance=2.6006236241037435)];;0,13719298245614;0;14250;3,733;0,691;0,693;0,882
1997;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,30697333333333;0,717766807017544;1,355;3,4621549;0,8316913;1,3812289;0;0;0;0,155181566666666;0,113924492982456;0,0262289;0,192510022425929;0,194288609881387;[PositionFromMarker(markerId=5, x=3.462154836095019, y=0.8316913379167832, z=1.3812288991569543, distance=2.5822778601356515)];;0,140140350877193;0;14250;3,733;0,691;0,693;0,882
1997;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,30697333333333;0,717766807017544;1,355;3,4159436;0,8688278;1,3262049;0;0;0;0,108970266666666;0,151060992982456;0,0287951;0,186263100527858;0,188475728947419;[PositionFromMarker(markerId=3, x=3.38312943610953, y=0.6395193083176729, z=1.0544318257139198, distance=3.4497273078418025), PositionFromMarker(markerId=27, x=3.3671504452452217, y=1.1592628391079993, z=1.496752362704989, distance=3.419538274899236), PositionFromMarker(markerId=5, x=3.462154836095019, y=0.8316913379167832, z=1.3812288991569543, distance=2.5822778601356515)];;0,140140350877193;0;14250;3,733;0,691;0,693;0,882
1997;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,30697333333333;0,717766807017544;1,355;3,404145;0,8768245;1,3108044;0;0;0;0,0971716666666667;0,159057692982456;0,0441955999999999;0,18639120821455;0,19155921684701;[PositionFromMarker(markerId=3, x=3.38312943610953, y=0.6395193083176729, z=1.0544318257139198, distance=3.4497273078418025), PositionFromMarker(markerId=27, x=3.3671504452452217, y=1.1592628391079993, z=1.496752362704989, distance=3.419538274899236), PositionFromMarker(markerId=5, x=3.462154836095019, y=0.8316913379167832, z=1.3812288991569543, distance=2.5822778601356515)];;0,140140350877193;0;14250;3,733;0,691;0,693;0,882
1997;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,30697333333333;0,717766807017544;1,355;3,3831294;0,8316913;1,3812289;0;0;0;0,0761560666666665;0,113924492982456;0,0262289;0,137034800658256;0,139522370201549;[PositionFromMarker(markerId=3, x=3.38312943610953, y=0.6395193083176729, z=1.0544318257139198, distance=3.4497273078418025), PositionFromMarker(markerId=27, x=3.3671504452452217, y=1.1592628391079993, z=1.496752362704989, distance=3.419538274899236), PositionFromMarker(markerId=5, x=3.462154836095019, y=0.8316913379167832, z=1.3812288991569543, distance=2.5822778601356515)];;0,140140350877193;0;14250;3,733;0,691;0,693;0,882
1997;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,30697333333333;0,717766807017544;1,355;3,3831294;0,8316913;1,3812289;0;0;0;0,0761560666666665;0,113924492982456;0,0262289;0,137034800658256;0,139522370201549;[PositionFromMarker(markerId=3, x=3.38312943610953, y=0.6395193083176729, z=1.0544318257139198, distance=3.4497273078418025), PositionFromMarker(markerId=27, x=3.3671504452452217, y=1.1592628391079993, z=1.496752362704989, distance=3.419538274899236), PositionFromMarker(markerId=5, x=3.462154836095019, y=0.8316913379167832, z=1.3812288991569543, distance=2.5822778601356515)];;0,140140350877193;0;14250;3,733;0,691;0,693;0,882
2044;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,29694666666667;0,718396771929825;1,355;3,3487425;0,7022653;1,3410789;0;0;0;0,0517958333333333;0,0161314719298246;0,0139210999999999;0,0542497256888627;0,0560074081039896;[PositionFromMarker(markerId=5, x=3.3487424359934153, y=0.70226530877527, z=1.341078835517758, distance=2.535104371872921)];;0,143438596491228;0;14250;3,733;0,691;0,693;0,882
2044;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,29694666666667;0,718396771929825;1,355;3,2563493;0,27129427;1,2993044;0;0;0;0,0405973666666668;0,447102501929825;0,0556956;0,448941859723703;0,452383458220498;[PositionFromMarker(markerId=3, x=3.1651023709356925, y=0.1929975734137106, z=0.8871552228005296, distance=3.3617949695417617), PositionFromMarker(markerId=27, x=3.186456463443724, y=-0.3955360368881804, z=1.631637144143014, distance=3.3301087835003442), PositionFromMarker(markerId=5, x=3.3487424359934153, y=0.70226530877527, z=1.341078835517758, distance=2.535104371872921)];;0,143438596491228;0;14250;3,733;0,691;0,693;0,882
2044;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,29694666666667;0,718396771929825;1,355;3,2334337;0,16657561;1,2866237;0;0;0;0,063512966666667;0,551821161929825;0,0683763;0,555464212788172;0,559656868170197;[PositionFromMarker(markerId=3, x=3.1651023709356925, y=0.1929975734137106, z=0.8871552228005296, distance=3.3617949695417617), PositionFromMarker(markerId=27, x=3.186456463443724, y=-0.3955360368881804, z=1.631637144143014, distance=3.3301087835003442), PositionFromMarker(markerId=5, x=3.3487424359934153, y=0.70226530877527, z=1.341078835517758, distance=2.535104371872921)];;0,143438596491228;0;14250;3,733;0,691;0,693;0,882
2044;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,29694666666667;0,718396771929825;1,355;3,1864564;0,19299757;1,3410789;0;0;0;0,110490266666667;0,525399201929825;0,0139210999999999;0,53689144192897;0,537071892247005;[PositionFromMarker(markerId=3, x=3.1651023709356925, y=0.1929975734137106, z=0.8871552228005296, distance=3.3617949695417617), PositionFromMarker(markerId=27, x=3.186456463443724, y=-0.3955360368881804, z=1.631637144143014, distance=3.3301087835003442), PositionFromMarker(markerId=5, x=3.3487424359934153, y=0.70226530877527, z=1.341078835517758, distance=2.535104371872921)];;0,143438596491228;0;14250;3,733;0,691;0,693;0,882
2044;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,29694666666667;0,718396771929825;1,355;3,1864564;0,19299757;1,3410789;0;0;0;0,110490266666667;0,525399201929825;0,0139210999999999;0,53689144192897;0,537071892247005;[PositionFromMarker(markerId=3, x=3.1651023709356925, y=0.1929975734137106, z=0.8871552228005296, distance=3.3617949695417617), PositionFromMarker(markerId=27, x=3.186456463443724, y=-0.3955360368881804, z=1.631637144143014, distance=3.3301087835003442), PositionFromMarker(markerId=5, x=3.3487424359934153, y=0.70226530877527, z=1.341078835517758, distance=2.535104371872921)];;0,143438596491228;0;14250;3,733;0,691;0,693;0,882
2085;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,2882;0,718946315789474;1,355;3,2383754;2,8496048;2,4072187;0;0;0;0,0498246000000004;2,13065848421053;1,0522187;2,13124096880279;2,37683660770637;[PositionFromMarker(markerId=5, x=3.238375365634486, y=2.8496047259722386, z=2.407218748609063, distance=2.4925081796707973)];;0,146315789473684;0;14250;3,733;0,691;0,693;0,882
2085;1748330475944;v1;WEIGHTED_AVERAGE;2;0;0;0,0001;0,01;3,2882;0,718946315789474;1,355;3,218709;1,8539822;2,0457692;0;0;0;0,0694910000000002;1,13503588421053;0,6907692;1,13716113964845;1,33052528919792;[PositionFromMarker(markerId=3, x=3.182646405882155, y=0.028276913040833573, z=1.3829672059747689, distance=3.375239218292271), PositionFromMarker(markerId=5, x=3.238375365634486, y=2.8496047259722386, z=2.407218748609063, distance=2.4925081796707973)];;0,146315789473684;0;14250;3,733;0,691;0,693;0,882
2085;1748330475944;v1;AVERAGE;2;0;0;0,0001;0,01;3,2882;0,718946315789474;1,355;3,210511;1,4389408;1,895093;0;0;0;0,0776890000000003;0,719994484210526;0,540093;0,724173762307487;0,903398077628894;[PositionFromMarker(markerId=3, x=3.182646405882155, y=0.028276913040833573, z=1.3829672059747689, distance=3.375239218292271), PositionFromMarker(markerId=5, x=3.238375365634486, y=2.8496047259722386, z=2.407218748609063, distance=2.4925081796707973)];;0,146315789473684;0;14250;3,733;0,691;0,693;0,882
2085;1748330475944;v1;WEIGHTED_MEDIAN;2;0;0;0,0001;0,01;3,2882;0,718946315789474;1,355;3,2383754;2,8496048;2,4072187;0;0;0;0,0498246000000004;2,13065848421053;1,0522187;2,13124096880279;2,37683660770637;[PositionFromMarker(markerId=3, x=3.182646405882155, y=0.028276913040833573, z=1.3829672059747689, distance=3.375239218292271), PositionFromMarker(markerId=5, x=3.238375365634486, y=2.8496047259722386, z=2.407218748609063, distance=2.4925081796707973)];;0,146315789473684;0;14250;3,733;0,691;0,693;0,882
2085;1748330475944;v1;MEDIAN;2;0;0;0,0001;0,01;3,2882;0,718946315789474;1,355;3,1826465;0,028276913;1,3829672;0;0;0;0,1055535;0,690669402789474;0,0279672;0,6986886039659;0,699248117328648;[PositionFromMarker(markerId=3, x=3.182646405882155, y=0.028276913040833573, z=1.3829672059747689, distance=3.375239218292271), PositionFromMarker(markerId=5, x=3.238375365634486, y=2.8496047259722386, z=2.407218748609063, distance=2.4925081796707973)];;0,146315789473684;0;14250;3,733;0,691;0,693;0,882
2129;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,27881333333333;0,719536070175439;1,355;3,378207;0,728169;1,4125829;0;0;0;0,0993936666666668;0,00863292982456143;0,0575829000000001;0,0997678728389103;0,115192963427507;[PositionFromMarker(markerId=5, x=3.3782068982722646, y=0.7281690022008713, z=1.4125829100394958, distance=2.5367833639407125)];;0,14940350877193;0;14250;3,733;0,691;0,693;0,882
2129;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,27881333333333;0,719536070175439;1,355;3,3625352;0,86548865;1,3369781;0;0;0;0,0837218666666666;0,145952579824561;0,0180218999999999;0,168260234504759;0,169222620814141;[PositionFromMarker(markerId=3, x=3.3955503522839328, y=0.7802242012715546, z=1.2403531022151277, distance=3.42505046117462), PositionFromMarker(markerId=27, x=3.302983622932195, y=1.1900051370211864, z=1.2971407439894136, distance=3.368083743563755), PositionFromMarker(markerId=5, x=3.3782068982722646, y=0.7281690022008713, z=1.4125829100394958, distance=2.5367833639407125)];;0,14940350877193;0;14250;3,733;0,691;0,693;0,882
2129;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,27881333333333;0,719536070175439;1,355;3,3589137;0,8994661;1,3166922;0;0;0;0,0801003666666666;0,179930029824562;0,0383077999999999;0,196954015883918;0,200644890076081;[PositionFromMarker(markerId=3, x=3.3955503522839328, y=0.7802242012715546, z=1.2403531022151277, distance=3.42505046117462), PositionFromMarker(markerId=27, x=3.302983622932195, y=1.1900051370211864, z=1.2971407439894136, distance=3.368083743563755), PositionFromMarker(markerId=5, x=3.3782068982722646, y=0.7281690022008713, z=1.4125829100394958, distance=2.5367833639407125)];;0,14940350877193;0;14250;3,733;0,691;0,693;0,882
2129;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,27881333333333;0,719536070175439;1,355;3,378207;0,7802242;1,2971407;0;0;0;0,0993936666666668;0,0606881298245615;0,0578593000000001;0,116456644615273;0,130037873988842;[PositionFromMarker(markerId=3, x=3.3955503522839328, y=0.7802242012715546, z=1.2403531022151277, distance=3.42505046117462), PositionFromMarker(markerId=27, x=3.302983622932195, y=1.1900051370211864, z=1.2971407439894136, distance=3.368083743563755), PositionFromMarker(markerId=5, x=3.3782068982722646, y=0.7281690022008713, z=1.4125829100394958, distance=2.5367833639407125)];;0,14940350877193;0;14250;3,733;0,691;0,693;0,882
2129;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,27881333333333;0,719536070175439;1,355;3,378207;0,7802242;1,2971407;0;0;0;0,0993936666666668;0,0606881298245615;0,0578593000000001;0,116456644615273;0,130037873988842;[PositionFromMarker(markerId=3, x=3.3955503522839328, y=0.7802242012715546, z=1.2403531022151277, distance=3.42505046117462), PositionFromMarker(markerId=27, x=3.302983622932195, y=1.1900051370211864, z=1.2971407439894136, distance=3.368083743563755), PositionFromMarker(markerId=5, x=3.3782068982722646, y=0.7281690022008713, z=1.4125829100394958, distance=2.5367833639407125)];;0,14940350877193;0;14250;3,733;0,691;0,693;0,882
2186;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,26665333333333;0,720300070175439;1,355;3,2991846;0,6439906;1,4918656;0;0;0;0,0325312666666662;0,0763094701754385;0,1368656;0,0829543160383725;0,160042528762683;[PositionFromMarker(markerId=5, x=3.2991844587605836, y=0.6439905674095607, z=1.491865629959578, distance=2.4857795674129486)];;0,15340350877193;0;14250;3,733;0,691;0,693;0,882
2186;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,26665333333333;0,720300070175439;1,355;3,2884173;0,74385965;1,2687831;0;0;0;0,0217639666666662;0,0235595798245615;0,0862168999999999;0,032073728292448;0,0919895531687581;[PositionFromMarker(markerId=3, x=3.2763156759969423, y=0.5608766887708213, z=0.9607728872190051, distance=3.3715544797096513), PositionFromMarker(markerId=27, x=3.280847610637805, y=1.1040972416638963, z=1.1682057105680035, distance=3.3416814172476497), PositionFromMarker(markerId=5, x=3.2991844587605836, y=0.6439905674095607, z=1.491865629959578, distance=2.4857795674129486)];;0,15340350877193;0;14250;3,733;0,691;0,693;0,882
2186;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,26665333333333;0,720300070175439;1,355;3,2854493;0,7696548;1,206948;0;0;0;0,0187959666666662;0,0493547298245615;0,148052;0,0528126662741995;0,157189606599769;[PositionFromMarker(markerId=3, x=3.2763156759969423, y=0.5608766887708213, z=0.9607728872190051, distance=3.3715544797096513), PositionFromMarker(markerId=27, x=3.280847610637805, y=1.1040972416638963, z=1.1682057105680035, distance=3.3416814172476497), PositionFromMarker(markerId=5, x=3.2991844587605836, y=0.6439905674095607, z=1.491865629959578, distance=2.4857795674129486)];;0,15340350877193;0;14250;3,733;0,691;0,693;0,882
2186;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,26665333333333;0,720300070175439;1,355;3,2808475;0,6439906;1,1682057;0;0;0;0,0141941666666665;0,0763094701754385;0,1867943;0,0776183586905664;0,2022788177697;[PositionFromMarker(markerId=3, x=3.2763156759969423, y=0.5608766887708213, z=0.9607728872190051, distance=3.3715544797096513), PositionFromMarker(markerId=27, x=3.280847610637805, y=1.1040972416638963, z=1.1682057105680035, distance=3.3416814172476497), PositionFromMarker(markerId=5, x=3.2991844587605836, y=0.6439905674095607, z=1.491865629959578, distance=2.4857795674129486)];;0,15340350877193;0;14250;3,733;0,691;0,693;0,882
2186;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,26665333333333;0,720300070175439;1,355;3,2808475;0,6439906;1,1682057;0;0;0;0,0141941666666665;0,0763094701754385;0,1867943;0,0776183586905664;0,2022788177697;[PositionFromMarker(markerId=3, x=3.2763156759969423, y=0.5608766887708213, z=0.9607728872190051, distance=3.3715544797096513), PositionFromMarker(markerId=27, x=3.280847610637805, y=1.1040972416638963, z=1.1682057105680035, distance=3.3416814172476497), PositionFromMarker(markerId=5, x=3.2991844587605836, y=0.6439905674095607, z=1.491865629959578, distance=2.4857795674129486)];;0,15340350877193;0;14250;3,733;0,691;0,693;0,882
2231;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,25705333333333;0,720903228070175;1,355;3,4224143;0,8096608;1,5061228;0;0;0;0,165360966666666;0,0887575719298246;0,1511228;0,187675666701396;0,240956959956864;[PositionFromMarker(markerId=5, x=3.422414296526935, y=0.8096607640567735, z=1.5061228700433584, distance=2.530985666271865)];;0,156561403508772;0;14250;3,733;0,691;0,693;0,882
2231;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,25705333333333;0,720903228070175;1,355;3,3238862;0,4679838;1,6770936;0;0;0;0,0668328666666667;0,252919428070175;0,3220936;0,261600590905734;0,414944762978387;[PositionFromMarker(markerId=3, x=3.293462686604664, y=0.4091117490346027, z=1.5858292956737443, distance=3.375983926387015), PositionFromMarker(markerId=27, x=3.186117081215495, y=-0.054116794723141126, z=2.0531468426697845, distance=3.2921340574065256), PositionFromMarker(markerId=5, x=3.422414296526935, y=0.8096607640567735, z=1.5061228700433584, distance=2.530985666271865)];;0,156561403508772;0;14250;3,733;0,691;0,693;0,882
2231;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,25705333333333;0,720903228070175;1,355;3,3006647;0,38821858;1,715033;0;0;0;0,0436113666666667;0,332684648070175;0,360033;0,335530961856147;0,492143055882241;[PositionFromMarker(markerId=3, x=3.293462686604664, y=0.4091117490346027, z=1.5858292956737443, distance=3.375983926387015), PositionFromMarker(markerId=27, x=3.186117081215495, y=-0.054116794723141126, z=2.0531468426697845, distance=3.2921340574065256), PositionFromMarker(markerId=5, x=3.422414296526935, y=0.8096607640567735, z=1.5061228700433584, distance=2.530985666271865)];;0,156561403508772;0;14250;3,733;0,691;0,693;0,882
2231;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,25705333333333;0,720903228070175;1,355;3,2934628;0,40911174;1,5858293;0;0;0;0,0364094666666666;0,311791488070175;0,2308293;0,313910148443731;0,389643102126107;[PositionFromMarker(markerId=3, x=3.293462686604664, y=0.4091117490346027, z=1.5858292956737443, distance=3.375983926387015), PositionFromMarker(markerId=27, x=3.186117081215495, y=-0.054116794723141126, z=2.0531468426697845, distance=3.2921340574065256), PositionFromMarker(markerId=5, x=3.422414296526935, y=0.8096607640567735, z=1.5061228700433584, distance=2.530985666271865)];;0,156561403508772;0;14250;3,733;0,691;0,693;0,882
2231;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,25705333333333;0,720903228070175;1,355;3,2934628;0,40911174;1,5858293;0;0;0;0,0364094666666666;0,311791488070175;0,2308293;0,313910148443731;0,389643102126107;[PositionFromMarker(markerId=3, x=3.293462686604664, y=0.4091117490346027, z=1.5858292956737443, distance=3.375983926387015), PositionFromMarker(markerId=27, x=3.186117081215495, y=-0.054116794723141126, z=2.0531468426697845, distance=3.2921340574065256), PositionFromMarker(markerId=5, x=3.422414296526935, y=0.8096607640567735, z=1.5061228700433584, distance=2.530985666271865)];;0,156561403508772;0;14250;3,733;0,691;0,693;0,882
2279;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,24681333333333;0,721546596491228;1,355;3,316947;0,6642348;1,4089422;0;0;0;0,0701336666666665;0,057311796491228;0,0539422000000001;0,0905724749422442;0,105418851056172;[PositionFromMarker(markerId=5, x=3.316947054987914, y=0.6642348123262449, z=1.4089421886903963, distance=2.508005431456872)];;0,159929824561404;0;14250;3,733;0,691;0,693;0,882
2279;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,24681333333333;0,721546596491228;1,355;3,2776444;0,83772326;1,3548042;0;0;0;0,0308310666666665;0,116176663508772;0,000195799999999968;0,120198052462738;0,120198211939592;[PositionFromMarker(markerId=3, x=3.2760024690554146, y=1.9886857459252063, z=1.674576434568038, distance=3.3871504732647493), PositionFromMarker(markerId=27, x=3.211267272425171, y=0.046883769318919355, z=0.9581972881562086, distance=3.297296416945384), PositionFromMarker(markerId=5, x=3.316947054987914, y=0.6642348123262449, z=1.4089421886903963, distance=2.508005431456872)];;0,159929824561404;0;14250;3,733;0,691;0,693;0,882
2279;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,24681333333333;0,721546596491228;1,355;3,2680724;0,89993477;1,3472387;0;0;0;0,0212590666666666;0,178388173508772;0,00776130000000008;0,179650461628501;0,179818036194993;[PositionFromMarker(markerId=3, x=3.2760024690554146, y=1.9886857459252063, z=1.674576434568038, distance=3.3871504732647493), PositionFromMarker(markerId=27, x=3.211267272425171, y=0.046883769318919355, z=0.9581972881562086, distance=3.297296416945384), PositionFromMarker(markerId=5, x=3.316947054987914, y=0.6642348123262449, z=1.4089421886903963, distance=2.508005431456872)];;0,159929824561404;0;14250;3,733;0,691;0,693;0,882
2279;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,24681333333333;0,721546596491228;1,355;3,2760024;0,6642348;1,4089422;0;0;0;0,0291890666666665;0,057311796491228;0,0539422000000001;0,0643167445532127;0,0839428649187245;[PositionFromMarker(markerId=3, x=3.2760024690554146, y=1.9886857459252063, z=1.674576434568038, distance=3.3871504732647493), PositionFromMarker(markerId=27, x=3.211267272425171, y=0.046883769318919355, z=0.9581972881562086, distance=3.297296416945384), PositionFromMarker(markerId=5, x=3.316947054987914, y=0.6642348123262449, z=1.4089421886903963, distance=2.508005431456872)];;0,159929824561404;0;14250;3,733;0,691;0,693;0,882
2279;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,24681333333333;0,721546596491228;1,355;3,2760024;0,6642348;1,4089422;0;0;0;0,0291890666666665;0,057311796491228;0,0539422000000001;0,0643167445532127;0,0839428649187245;[PositionFromMarker(markerId=3, x=3.2760024690554146, y=1.9886857459252063, z=1.674576434568038, distance=3.3871504732647493), PositionFromMarker(markerId=27, x=3.211267272425171, y=0.046883769318919355, z=0.9581972881562086, distance=3.297296416945384), PositionFromMarker(markerId=5, x=3.316947054987914, y=0.6642348123262449, z=1.4089421886903963, distance=2.508005431456872)];;0,159929824561404;0;14250;3,733;0,691;0,693;0,882
2313;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,23956;0,722002315789474;1,355;3,3955004;0,81072074;1,4075257;0;0;0;0,1559404;0,0887184242105265;0,0525257000000001;0,179411167842358;0,186942013220808;[PositionFromMarker(markerId=5, x=3.3955003242551474, y=0.8107207165397248, z=1.4075256822691256, distance=2.523124390098995)];;0,162315789473684;0;14250;3,733;0,691;0,693;0,882
2313;1748330475944;v1;WEIGHTED_AVERAGE;3;0;0;0,0001;0,01;3,23956;0,722002315789474;1,355;3,294983;0,49506575;1,6322595;0;0;0;0,0554230000000002;0,226936565789474;0,2772595;0,233606322305969;0,362553091507396;[PositionFromMarker(markerId=3, x=3.3013047727908003, y=0.6085587932880936, z=1.5187132883888772, distance=3.3448178530994985), PositionFromMarker(markerId=27, x=3.121404213220316, y=-0.13885733836111513, z=2.114650466755096, distance=3.25784640749084), PositionFromMarker(markerId=5, x=3.3955003242551474, y=0.8107207165397248, z=1.4075256822691256, distance=2.523124390098995)];;0,162315789473684;0;14250;3,733;0,691;0,693;0,882
2313;1748330475944;v1;AVERAGE;3;0;0;0,0001;0,01;3,23956;0,722002315789474;1,355;3,2727365;0,4268074;1,6802964;0;0;0;0,0331765000000002;0,295194915789474;0,3252964;0,297053393281754;0,44052067637418;[PositionFromMarker(markerId=3, x=3.3013047727908003, y=0.6085587932880936, z=1.5187132883888772, distance=3.3448178530994985), PositionFromMarker(markerId=27, x=3.121404213220316, y=-0.13885733836111513, z=2.114650466755096, distance=3.25784640749084), PositionFromMarker(markerId=5, x=3.3955003242551474, y=0.8107207165397248, z=1.4075256822691256, distance=2.523124390098995)];;0,162315789473684;0;14250;3,733;0,691;0,693;0,882
2313;1748330475944;v1;WEIGHTED_MEDIAN;3;0;0;0,0001;0,01;3,23956;0,722002315789474;1,355;3,3013048;0,6085588;1,5187132;0;0;0;0,0617448;0,113443515789474;0,1637132;0,129158242484623;0,208527848154525;[PositionFromMarker(markerId=3, x=3.3013047727908003, y=0.6085587932880936, z=1.5187132883888772, distance=3.3448178530994985), PositionFromMarker(markerId=27, x=3.121404213220316, y=-0.13885733836111513, z=2.114650466755096, distance=3.25784640749084), PositionFromMarker(markerId=5, x=3.3955003242551474, y=0.8107207165397248, z=1.4075256822691256, distance=2.523124390098995)];;0,162315789473684;0;14250;3,733;0,691;0,693;0,882
2313;1748330475944;v1;MEDIAN;3;0;0;0,0001;0,01;3,23956;0,722002315789474;1,355;3,3013048;0,6085588;1,5187132;0;0;0;0,0617448;0,113443515789474;0,1637132;0,129158242484623;0,208527848154525;[PositionFromMarker(markerId=3, x=3.3013047727908003, y=0.6085587932880936, z=1.5187132883888772, distance=3.3448178530994985), PositionFromMarker(markerId=27, x=3.121404213220316, y=-0.13885733836111513, z=2.114650466755096, distance=3.25784640749084), PositionFromMarker(markerId=5, x=3.3955003242551474, y=0.8107207165397248, z=1.4075256822691256, distance=2.523124390098995)];;0,162315789473684;0;14250;3,733;0,691;0,693;0,882
2359;1748330475944;v1;CLOSEST;1;0;0;0,0001;0,01;3,22974666666667;0,722618877192983;1,355;3,3149254;0,7102795;1,4271944;0;0;0;0,0851787333333332;0,0123393771929825;0,0721944000000001;0,0860678618404179;0,112337474749708;[PositionFromMarker(markerId=5, x=3.3149254284505467, y=0.7102794989377051, z=1.4271943219951093, distance=2.4840000255523695)];;0,165543859649123;0;14250;3,733;0,691;0,693;0,882
